2016-12-19 14:51:09,046 [Dummy-1:4708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:06,252 [Thread-9:3108] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id` FROM `blog_article` WHERE `blog_article`.`date_publish` LIKE '%2016-11%' ORDER BY `blog_article`.`date_publish` DESC LIMIT 1; args=(u'%2016-11%',)
2016-12-23 11:31:06,253 [Thread-9:3108] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 1; args=(1,)
2016-12-23 11:31:06,253 [Thread-9:3108] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 1; args=('*', 1)
2016-12-23 11:31:06,256 [Thread-9:3108] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` LIMIT 13; args=()
2016-12-23 11:31:10,095 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:10,096 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:10,098 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` WHERE `blog_tag`.`name` = '测试'; args=(u'\u6d4b\u8bd5',)
2016-12-23 11:31:10,098 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_article` INNER JOIN `blog_article_tag` ON ( `blog_article`.`id` = `blog_article_tag`.`article_id` ) WHERE `blog_article_tag`.`tag_id` = 1; args=('*', 1)
2016-12-23 11:31:10,099 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-12-23 11:31:10,102 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-12-23 11:31:10,105 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id` FROM `blog_article` INNER JOIN `blog_article_tag` ON ( `blog_article`.`id` = `blog_article_tag`.`article_id` ) WHERE `blog_article_tag`.`tag_id` = 1 ORDER BY `blog_article`.`date_publish` DESC LIMIT 3; args=(1,)
2016-12-23 11:31:10,105 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 6; args=(6,)
2016-12-23 11:31:10,107 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 6; args=('*', 6)
2016-12-23 11:31:10,108 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 5; args=(5,)
2016-12-23 11:31:10,109 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 5; args=('*', 5)
2016-12-23 11:31:10,111 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 4; args=(4,)
2016-12-23 11:31:10,111 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 4; args=('*', 4)
2016-12-23 11:31:10,114 [Thread-10:4840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` LIMIT 13; args=()
2016-12-23 11:31:10,967 [Thread-11:4264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:10,969 [Thread-11:4264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:10,969 [Thread-11:4264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` WHERE `blog_tag`.`name` = 'achive'; args=(u'achive',)
2016-12-23 11:31:10,970 [Thread-11:4264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_article` INNER JOIN `blog_article_tag` ON ( `blog_article`.`id` = `blog_article_tag`.`article_id` ) WHERE `blog_article_tag`.`tag_id` = 2; args=('*', 2)
2016-12-23 11:31:10,971 [Thread-11:4264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-12-23 11:31:10,974 [Thread-11:4264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-12-23 11:31:10,983 [Thread-11:4264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.007) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id` FROM `blog_article` INNER JOIN `blog_article_tag` ON ( `blog_article`.`id` = `blog_article_tag`.`article_id` ) WHERE `blog_article_tag`.`tag_id` = 2 ORDER BY `blog_article`.`date_publish` DESC LIMIT 2; args=(2,)
2016-12-23 11:31:10,983 [Thread-11:4264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 8; args=(8,)
2016-12-23 11:31:10,984 [Thread-11:4264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 8; args=('*', 8)
2016-12-23 11:31:10,987 [Thread-11:4264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 7; args=(7,)
2016-12-23 11:31:10,990 [Thread-11:4264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 7; args=('*', 7)
2016-12-23 11:31:10,993 [Thread-11:4264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` LIMIT 13; args=()
2016-12-23 11:31:28,918 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:28,920 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:28,921 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_article` WHERE `blog_article`.`date_publish` LIKE '%2016-12%'; args=('*', u'%2016-12%')
2016-12-23 11:31:28,921 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-12-23 11:31:28,924 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-12-23 11:31:28,927 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id` FROM `blog_article` WHERE `blog_article`.`date_publish` LIKE '%2016-12%' ORDER BY `blog_article`.`date_publish` DESC LIMIT 3; args=(u'%2016-12%',)
2016-12-23 11:31:28,928 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 8; args=(8,)
2016-12-23 11:31:28,930 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 8; args=('*', 8)
2016-12-23 11:31:28,931 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 7; args=(7,)
2016-12-23 11:31:28,933 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 7; args=('*', 7)
2016-12-23 11:31:28,934 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 6; args=(6,)
2016-12-23 11:31:28,934 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 6; args=('*', 6)
2016-12-23 11:31:28,937 [Thread-18:3236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` LIMIT 13; args=()
2016-12-23 11:31:31,378 [Thread-19:5104] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:31,381 [Thread-19:5104] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:31,381 [Thread-19:5104] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_article` WHERE `blog_article`.`date_publish` LIKE '%2016-11%'; args=('*', u'%2016-11%')
2016-12-23 11:31:31,382 [Thread-19:5104] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-12-23 11:31:31,384 [Thread-19:5104] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-12-23 11:31:31,387 [Thread-19:5104] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id` FROM `blog_article` WHERE `blog_article`.`date_publish` LIKE '%2016-11%' ORDER BY `blog_article`.`date_publish` DESC LIMIT 1; args=(u'%2016-11%',)
2016-12-23 11:31:31,388 [Thread-19:5104] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 1; args=(1,)
2016-12-23 11:31:31,388 [Thread-19:5104] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 1; args=('*', 1)
2016-12-23 11:31:31,391 [Thread-19:5104] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` LIMIT 13; args=()
2016-12-23 11:31:33,394 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:33,394 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:33,394 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_article` WHERE `blog_article`.`date_publish` LIKE '%2016-12%'; args=('*', u'%2016-12%')
2016-12-23 11:31:33,397 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-12-23 11:31:33,400 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-12-23 11:31:33,401 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id` FROM `blog_article` WHERE `blog_article`.`date_publish` LIKE '%2016-12%' ORDER BY `blog_article`.`date_publish` DESC LIMIT 3; args=(u'%2016-12%',)
2016-12-23 11:31:33,403 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 8; args=(8,)
2016-12-23 11:31:33,404 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 8; args=('*', 8)
2016-12-23 11:31:33,404 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 7; args=(7,)
2016-12-23 11:31:33,405 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 7; args=('*', 7)
2016-12-23 11:31:33,407 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 6; args=(6,)
2016-12-23 11:31:33,408 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 6; args=('*', 6)
2016-12-23 11:31:33,413 [Thread-20:4416] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` LIMIT 13; args=()
2016-12-23 11:31:34,489 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:34,490 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:34,490 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` WHERE `blog_tag`.`name` = '测试'; args=(u'\u6d4b\u8bd5',)
2016-12-23 11:31:34,494 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_article` INNER JOIN `blog_article_tag` ON ( `blog_article`.`id` = `blog_article_tag`.`article_id` ) WHERE `blog_article_tag`.`tag_id` = 1; args=('*', 1)
2016-12-23 11:31:34,496 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-12-23 11:31:34,500 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-12-23 11:31:34,502 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id` FROM `blog_article` INNER JOIN `blog_article_tag` ON ( `blog_article`.`id` = `blog_article_tag`.`article_id` ) WHERE `blog_article_tag`.`tag_id` = 1 ORDER BY `blog_article`.`date_publish` DESC LIMIT 3; args=(1,)
2016-12-23 11:31:34,503 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 6; args=(6,)
2016-12-23 11:31:34,506 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 6; args=('*', 6)
2016-12-23 11:31:34,506 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 5; args=(5,)
2016-12-23 11:31:34,509 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 5; args=('*', 5)
2016-12-23 11:31:34,512 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 4; args=(4,)
2016-12-23 11:31:34,513 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 4; args=('*', 4)
2016-12-23 11:31:34,516 [Thread-21:4836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` LIMIT 13; args=()
2016-12-23 11:31:37,421 [Thread-22:1100] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:37,421 [Thread-22:1100] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:37,423 [Thread-22:1100] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` WHERE `blog_tag`.`name` = 'achive'; args=(u'achive',)
2016-12-23 11:31:37,424 [Thread-22:1100] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_article` INNER JOIN `blog_article_tag` ON ( `blog_article`.`id` = `blog_article_tag`.`article_id` ) WHERE `blog_article_tag`.`tag_id` = 2; args=('*', 2)
2016-12-23 11:31:37,427 [Thread-22:1100] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-12-23 11:31:37,428 [Thread-22:1100] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-12-23 11:31:37,433 [Thread-22:1100] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id` FROM `blog_article` INNER JOIN `blog_article_tag` ON ( `blog_article`.`id` = `blog_article_tag`.`article_id` ) WHERE `blog_article_tag`.`tag_id` = 2 ORDER BY `blog_article`.`date_publish` DESC LIMIT 2; args=(2,)
2016-12-23 11:31:37,434 [Thread-22:1100] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 8; args=(8,)
2016-12-23 11:31:37,437 [Thread-22:1100] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 8; args=('*', 8)
2016-12-23 11:31:37,437 [Thread-22:1100] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 7; args=(7,)
2016-12-23 11:31:37,437 [Thread-22:1100] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 7; args=('*', 7)
2016-12-23 11:31:37,440 [Thread-22:1100] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` LIMIT 13; args=()
2016-12-23 11:31:38,831 [Thread-23:4828] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:38,832 [Thread-23:4828] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-23 11:31:38,832 [Thread-23:4828] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_article` WHERE `blog_article`.`date_publish` LIKE '%2016-12%'; args=('*', u'%2016-12%')
2016-12-23 11:31:38,834 [Thread-23:4828] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-12-23 11:31:38,836 [Thread-23:4828] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-12-23 11:31:38,838 [Thread-23:4828] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id` FROM `blog_article` WHERE `blog_article`.`date_publish` LIKE '%2016-12%' ORDER BY `blog_article`.`date_publish` DESC LIMIT 3; args=(u'%2016-12%',)
2016-12-23 11:31:38,838 [Thread-23:4828] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 8; args=(8,)
2016-12-23 11:31:38,839 [Thread-23:4828] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 8; args=('*', 8)
2016-12-23 11:31:38,841 [Thread-23:4828] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` INNER JOIN `blog_article_tag` ON ( `blog_tag`.`id` = `blog_article_tag`.`tag_id` ) WHERE `blog_article_tag`.`article_id` = 7; args=(7,)
2016-12-23 11:31:38,844 [Thread-23:4828] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 7; args=('*', 7)
